onset	duration	stimulus
0.0	1.983	
1.983	14.009	daughter
15.992	13.999	daughter
29.991	14.0	child
43.991	14.0	six
57.991	14.0	daughter
71.991	14.0	ten
85.991	14.0	six
99.991	14.0	child
113.991	14.0	four
127.991	14.0	ten
141.991	14.0	ten
155.991	14.0	father
169.991	14.0	father
183.991	14.0	father
197.991	14.0	six
211.991	14.0	ten
225.991	14.0	six
239.991	14.0	six
253.991	14.0	four
267.991	14.0	child
281.991	14.0	four
295.991	14.0	four
309.991	14.0	wife
323.991	14.011	wife
338.002	13.989	wife
351.991	14.0	four
365.991	14.0	ten
379.991	14.0	three
393.991	14.0	three
407.991	14.0	daughter
421.991	14.0	six
435.991	14.0	child
449.991	14.0	three
463.991	14.0	ten
477.991	14.0	daughter
491.991	14.0	father
505.991	14.0	three
519.991	14.0	father
533.991	14.0	child
547.991	14.0	wife
561.991	14.0	child
575.991	14.0	child
589.991	14.0	six
603.991	14.0	daughter
617.991	14.0	six
631.991	14.0	wife
645.991	13.999	four
659.99	14.001	six
673.991	14.0	wife
687.991	14.0	three
701.991	14.0	three
715.991	13.999	wife
729.99	14.001	six
743.991	13.999	daughter
757.99	14.0	six
771.99	14.0	child
785.99	14.0	three
799.99	14.0	child
813.99	14.0	father
827.99	14.0	wife
841.99	14.0	three
855.99	14.0	child
869.99	14.0	three
883.99	14.0	father
897.99	14.0	ten
911.99	14.0	six
925.99	14.0	three
939.99	14.0	ten
953.99	14.0	father
967.99	14.0	four
981.99	14.0	three
995.99	14.0	three
1009.99	14.0	ten
1023.99	14.0	three
1037.99	14.0	three
1051.99	14.0	three
1065.99	14.0	father
1079.99	14.0	daughter
1093.99	14.0	child
1107.99	14.0	child
1121.99	14.0	four
1135.99	14.0	child
1149.99	14.0	four
1163.99	14.0	six
1177.99	14.0	four
1191.99	14.0	father
1205.99	14.0	father
1219.99	14.0	three
1233.99	14.0	six
1247.99	14.0	ten
1261.99	14.0	four
1275.99	14.0	daughter
1289.99	14.0	wife
1303.99	14.0	father
1317.99	13.999	four
1331.989	14.0	four
1345.989	14.0	wife
1359.989	14.0	daughter
1373.989	14.0	wife
1387.989	14.0	wife
1401.989	14.0	child
1415.989	14.0	father
1429.989	14.0	six
1443.989	14.0	six
1457.989	14.001	daughter
1471.99	13.999	four
1485.989	14.0	father
1499.989	14.0	four
1513.989	14.0	three
1527.989	14.0	four
1541.989	14.0	ten
1555.989	14.0	wife
1569.989	14.0	wife
1583.989	14.0	ten
1597.989	14.0	six
1611.989	14.0	daughter
1625.989	14.0	three
1639.989	14.0	daughter
1653.989	14.0	child
1667.989	14.0	four
1681.989	14.0	ten
1695.989	14.0	four
1709.989	14.0	daughter
1723.989	14.0	ten
1737.989	14.0	wife
1751.989	14.0	father
1765.989	14.0	wife
1779.989	14.0	three
1793.989	14.0	six
1807.989	14.0	daughter
1821.989	14.0	child
1835.989	14.0	ten
1849.989	14.0	father
1863.989	14.0	father
1877.989	14.0	four
1891.989	14.0	ten
1905.989	14.0	wife
1919.989	14.0	wife
1933.989	14.0	six
1947.989	14.0	daughter
1961.989	14.0	ten
1975.989	14.0	child
1989.989	14.0	six
2003.989	14.0	wife
2017.989	14.0	ten
2031.989	14.0	father
2045.989	14.0	child
2059.989	13.999	three
2073.988	14.0	daughter
2087.988	14.0	four
2101.988	14.0	wife
2115.988	14.0	father
2129.988	14.0	child
2143.988	14.0	father
2157.988	14.0	daughter
2171.988	14.0	ten
2185.988	14.0	child
2199.988	14.0	ten
2213.988	14.0	daughter
2227.988	14.0	daughter
